rank,filename,dataset,ssim,hist_corr,edge_density,line_density,combined_score,z_score,after_path,before_path
81,"3FO4IJ6XMGMK_141_empty_1.jpg",test,0.449646,-0.236513,4.626389,2.34,0.106567,-1.81,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IJ6XMGMK_141_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IJ6XMGMK_141_empty_1.jpg"
82,"3FO4INFBHF4X_6014_empty_1.jpg",validation,0.335093,-0.121027,6.964874,5.08,0.107033,-1.81,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4INFBHF4X_6014_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4INFBHF4X_6014_empty_1.jpg"
83,"3FO4IIX29XSF_3187_empty_1.jpg",test,0.422995,-0.199599,29.855576,28.12,0.111698,-1.79,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IIX29XSF_3187_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IIX29XSF_3187_empty_1.jpg"
84,"3FO4IDU7VMMJ_520499_empty_1.jpg",train,0.273534,-0.048923,18.147583,17.97,0.112306,-1.79,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IDU7VMMJ_520499_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IDU7VMMJ_520499_empty_1.jpg"
85,"3FO4IJN82R56_824_empty_1.jpg",test,0.472122,-0.242765,11.696320,11.33,0.114679,-1.78,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IJN82R56_824_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IJN82R56_824_empty_1.jpg"
86,"3FO4II2XRCUU_373761_empty_1.jpg",train,0.259552,-0.028446,22.291489,14.45,0.115553,-1.78,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4II2XRCUU_373761_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4II2XRCUU_373761_empty_1.jpg"
87,"3FO4IQHMU3HR_735646_empty_1.jpg",validation,0.231097,0.001936,36.038361,45.70,0.116516,-1.77,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IQHMU3HR_735646_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IQHMU3HR_735646_empty_1.jpg"
88,"3FO4IMMEF23G_418210_empty_1.jpg",test,0.427232,-0.192941,10.132141,9.77,0.117146,-1.77,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IMMEF23G_418210_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IMMEF23G_418210_empty_1.jpg"
89,"3FO4IIR68SAR_76353_empty_1.jpg",train,0.178306,0.056695,19.703979,20.31,0.117500,-1.77,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIR68SAR_76353_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIR68SAR_76353_empty_1.jpg"
90,"3FO4IQBRTU7U_11235_empty_1.jpg",validation,0.274479,-0.039003,16.723480,11.72,0.117738,-1.77,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IQBRTU7U_11235_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IQBRTU7U_11235_empty_1.jpg"
91,"3FO4IMYPS2VU_168044_empty_1.jpg",train,0.321897,-0.083599,29.583206,33.20,0.119149,-1.76,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMYPS2VU_168044_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMYPS2VU_168044_empty_1.jpg"
92,"3FO4IIO7DQIM_652484_empty_1.jpg",train,0.262489,-0.023043,12.373352,14.45,0.119723,-1.76,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIO7DQIM_652484_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIO7DQIM_652484_empty_1.jpg"
93,"3FO4IO14RO3D_970003_empty_1.jpg",train,0.460113,-0.212576,2.420197,1.95,0.123769,-1.74,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO14RO3D_970003_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO14RO3D_970003_empty_1.jpg"
94,"3FO4IOUCL3QO_508324_empty_1.jpg",train,0.207702,0.041145,26.552124,23.05,0.124424,-1.74,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOUCL3QO_508324_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOUCL3QO_508324_empty_1.jpg"
95,"3FO4IN3QBIKT_14769_empty_1.jpg",train,0.253796,-0.001706,25.781708,23.05,0.126045,-1.73,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN3QBIKT_14769_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN3QBIKT_14769_empty_1.jpg"
96,"3FO4IN5K7DWI_575967_empty_1.jpg",train,0.270143,-0.013371,40.929337,56.64,0.128386,-1.72,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN5K7DWI_575967_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN5K7DWI_575967_empty_1.jpg"
97,"3FO4IIYPKGBO_388_empty_1.jpg",train,0.309054,-0.051470,6.894836,7.81,0.128792,-1.72,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIYPKGBO_388_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIYPKGBO_388_empty_1.jpg"
98,"3FO4IPSEHEOI_4862938_empty_1.jpg",train,0.353683,-0.090713,45.026550,63.28,0.131485,-1.71,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPSEHEOI_4862938_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPSEHEOI_4862938_empty_1.jpg"
99,"3FO4IN23EE6K_14260_empty_1.jpg",test,0.340009,-0.075725,23.478241,17.58,0.132142,-1.71,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IN23EE6K_14260_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IN23EE6K_14260_empty_1.jpg"
100,"3FO4IOC5FID7_12170_empty_1.jpg",train,0.329767,-0.063705,7.673035,5.86,0.133031,-1.71,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOC5FID7_12170_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOC5FID7_12170_empty_1.jpg"
101,"3FO4IN2ELTYX_1009_empty_1.jpg",validation,0.328662,-0.061611,12.256622,7.42,0.133525,-1.70,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IN2ELTYX_1009_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IN2ELTYX_1009_empty_1.jpg"
102,"3FO4IM6J9AN9_3297_empty_1.jpg",train,0.316901,-0.049000,14.960861,16.41,0.133951,-1.70,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IM6J9AN9_3297_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IM6J9AN9_3297_empty_1.jpg"
103,"3FO4III2GFNW_182_empty_1.jpg",train,0.369631,-0.097334,20.170898,14.84,0.136149,-1.69,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4III2GFNW_182_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4III2GFNW_182_empty_1.jpg"
104,"3FO4IIYPKGBO_308_empty_1.jpg",train,0.321567,-0.046655,17.633972,12.11,0.137456,-1.69,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIYPKGBO_308_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIYPKGBO_308_empty_1.jpg"
105,"3FO4IN2ELTYX_401_empty_1.jpg",train,0.315864,-0.040786,19.178696,12.50,0.137539,-1.69,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN2ELTYX_401_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN2ELTYX_401_empty_1.jpg"
106,"3FO4IJM3YPQ1_286_empty_1.jpg",train,0.397671,-0.119125,11.770248,10.16,0.139273,-1.68,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJM3YPQ1_286_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJM3YPQ1_286_empty_1.jpg"
107,"3FO4IONL148D_324_empty_1.jpg",validation,0.280660,-0.001379,17.513351,13.28,0.139640,-1.68,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IONL148D_324_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IONL148D_324_empty_1.jpg"
108,"3FO4IOX2QAUN_188_empty_1.jpg",train,0.253663,0.026571,11.097107,5.08,0.140117,-1.68,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOX2QAUN_188_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOX2QAUN_188_empty_1.jpg"
109,"3FO4IO4AI6VF_462050_empty_1.jpg",test,0.520874,-0.240323,5.610809,5.08,0.140275,-1.68,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IO4AI6VF_462050_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IO4AI6VF_462050_empty_1.jpg"
110,"3FO4IGX3E6TP_634_empty_1.jpg",validation,0.332523,-0.051660,12.213821,10.55,0.140432,-1.68,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IGX3E6TP_634_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IGX3E6TP_634_empty_1.jpg"
111,"3FO4IGH3UDTQ_364328_empty_1.jpg",train,0.437163,-0.154296,12.567902,10.55,0.141433,-1.67,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IGH3UDTQ_364328_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IGH3UDTQ_364328_empty_1.jpg"
112,"3FO4IORY3CEK_1883_empty_1.jpg",test,0.453220,-0.169926,27.984009,25.78,0.141647,-1.67,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IORY3CEK_1883_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IORY3CEK_1883_empty_1.jpg"
113,"3FO4IP1WC2EI_2923502724_empty_1.jpg",train,0.425298,-0.140417,12.929764,7.42,0.142441,-1.67,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IP1WC2EI_2923502724_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IP1WC2EI_2923502724_empty_1.jpg"
114,"3FO4IJN7DYK2_1700_empty_1.jpg",validation,0.449844,-0.162845,28.676605,33.98,0.143500,-1.67,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IJN7DYK2_1700_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IJN7DYK2_1700_empty_1.jpg"
115,"3FO4IL173YEI_694_empty_1.jpg",train,0.284724,0.003395,15.762405,11.72,0.144059,-1.66,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL173YEI_694_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL173YEI_694_empty_1.jpg"
116,"3FO4IMG0YY0O_322268_empty_1.jpg",train,0.265873,0.025425,11.770248,6.64,0.145649,-1.66,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMG0YY0O_322268_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMG0YY0O_322268_empty_1.jpg"
117,"3FO4IN1U0PPQ_204_empty_1.jpg",train,0.255824,0.035639,10.669098,8.20,0.145732,-1.66,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN1U0PPQ_204_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN1U0PPQ_204_empty_1.jpg"
118,"3FO4IGCSFPO8_166263_empty_1.jpg",train,0.303363,-0.011195,18.338242,15.23,0.146084,-1.66,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IGCSFPO8_166263_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IGCSFPO8_166263_empty_1.jpg"
119,"3FO4IP7WFNBR_2134_empty_1.jpg",test,0.502411,-0.208232,13.143768,12.50,0.147089,-1.65,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IP7WFNBR_2134_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IP7WFNBR_2134_empty_1.jpg"
120,"3FO4IJ6JSKWU_257_empty_1.jpg",test,0.428816,-0.132803,15.069809,10.94,0.148006,-1.65,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IJ6JSKWU_257_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IJ6JSKWU_257_empty_1.jpg"
121,"3FO4IJQBJGEN_1071_empty_1.jpg",train,0.410064,-0.113609,9.945374,7.03,0.148228,-1.65,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJQBJGEN_1071_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJQBJGEN_1071_empty_1.jpg"
122,"3FO4IDU7VMMJ_538631_empty_1.jpg",train,0.587162,-0.286583,5.848160,5.08,0.150290,-1.64,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IDU7VMMJ_538631_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IDU7VMMJ_538631_empty_1.jpg"
123,"3FO4IEKSCX7U_1141_empty_1.jpg",train,0.430432,-0.128340,19.077530,16.80,0.151046,-1.64,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IEKSCX7U_1141_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IEKSCX7U_1141_empty_1.jpg"
124,"3FO4INHHCHI0_588273_empty_1.jpg",train,0.293323,0.009134,14.953079,8.59,0.151228,-1.63,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INHHCHI0_588273_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INHHCHI0_588273_empty_1.jpg"
125,"3FO4IGOP23W4_773704_empty_1.jpg",test,0.416142,-0.112167,25.859528,18.75,0.151988,-1.63,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IGOP23W4_773704_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IGOP23W4_773704_empty_1.jpg"
126,"3FO4IH7AFVTR_735_empty_1.jpg",train,0.231477,0.074073,33.587036,41.41,0.152775,-1.63,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IH7AFVTR_735_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IH7AFVTR_735_empty_1.jpg"
127,"3FO4IOU2FPAE_202_empty_1.jpg",train,0.263657,0.042696,17.466660,14.84,0.153177,-1.63,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOU2FPAE_202_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOU2FPAE_202_empty_1.jpg"
128,"3FO4IL4PES79_574_empty_1.jpg",train,0.324295,-0.016356,25.225296,16.80,0.153970,-1.62,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL4PES79_574_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL4PES79_574_empty_1.jpg"
129,"3FO4II469FHL_80283_empty_1.jpg",test,0.305759,0.004166,18.723450,19.53,0.154962,-1.62,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4II469FHL_80283_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4II469FHL_80283_empty_1.jpg"
130,"3FO4IOW3NA2U_2228_empty_1.jpg",test,0.237918,0.072486,21.902390,24.22,0.155202,-1.62,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IOW3NA2U_2228_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IOW3NA2U_2228_empty_1.jpg"
131,"3FO4IOW3CR9P_616_empty_1.jpg",validation,0.449012,-0.138339,25.404282,20.70,0.155337,-1.62,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IOW3CR9P_616_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IOW3CR9P_616_empty_1.jpg"
132,"3FO4IO7I0OQ1_834325_empty_1.jpg",validation,0.282149,0.031098,15.700150,12.50,0.156623,-1.61,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IO7I0OQ1_834325_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IO7I0OQ1_834325_empty_1.jpg"
133,"3FO4IJ1XQ93V_143_empty_1.jpg",train,0.397526,-0.081803,11.128235,8.20,0.157862,-1.61,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ1XQ93V_143_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ1XQ93V_143_empty_1.jpg"
134,"3FO4II3QBR9A_276_empty_1.jpg",train,0.272494,0.043412,24.906235,23.05,0.157953,-1.61,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4II3QBR9A_276_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4II3QBR9A_276_empty_1.jpg"
135,"3FO4IOW77GU0_507_empty_1.jpg",train,0.198211,0.118113,29.528732,28.52,0.158162,-1.61,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOW77GU0_507_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOW77GU0_507_empty_1.jpg"
136,"3FO4IO447LCG_507_empty_1.jpg",validation,0.397691,-0.079985,6.299515,5.47,0.158853,-1.60,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IO447LCG_507_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IO447LCG_507_empty_1.jpg"
137,"3FO4IIY1OWJS_302078_empty_1.jpg",train,0.327423,-0.009251,19.194260,14.84,0.159086,-1.60,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIY1OWJS_302078_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIY1OWJS_302078_empty_1.jpg"
138,"3FO4IM6IMVNU_604504_empty_1.jpg",train,0.486932,-0.166050,6.793671,5.47,0.160441,-1.60,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IM6IMVNU_604504_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IM6IMVNU_604504_empty_1.jpg"
139,"3FO4II8NIEJO_62541_empty_1.jpg",train,0.383127,-0.061454,34.061737,40.23,0.160837,-1.60,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4II8NIEJO_62541_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4II8NIEJO_62541_empty_1.jpg"
140,"3FO4IOW3NA2U_474_empty_1.jpg",train,0.265501,0.060975,24.633865,23.05,0.163238,-1.59,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOW3NA2U_474_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOW3NA2U_474_empty_1.jpg"
141,"3FO4IJGPOJ43_513071_empty_1.jpg",train,0.370888,-0.043765,10.439529,8.98,0.163562,-1.59,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJGPOJ43_513071_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJGPOJ43_513071_empty_1.jpg"
142,"3FO4IIR68SAR_75928_empty_1.jpg",train,0.311885,0.015438,10.241089,7.42,0.163661,-1.59,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIR68SAR_75928_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIR68SAR_75928_empty_1.jpg"
143,"3FO4IIX4QBH9_697860_empty_1.jpg",test,0.303389,0.024173,20.038605,14.84,0.163781,-1.59,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IIX4QBH9_697860_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IIX4QBH9_697860_empty_1.jpg"
144,"3FO4IL173YEI_773_empty_1.jpg",train,0.254230,0.074641,24.139709,19.53,0.164435,-1.58,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL173YEI_773_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL173YEI_773_empty_1.jpg"
145,"3FO4IDHDQL64_906325_empty_1.jpg",train,0.317619,0.013528,26.556015,20.31,0.165573,-1.58,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IDHDQL64_906325_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IDHDQL64_906325_empty_1.jpg"
146,"3FO4IIX29XSF_2074_empty_1.jpg",train,0.460465,-0.128679,9.420090,7.03,0.165893,-1.58,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIX29XSF_2074_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIX29XSF_2074_empty_1.jpg"
147,"3FO4IGOP23W4_719798_empty_1.jpg",train,0.317602,0.015212,9.867554,4.30,0.166407,-1.57,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IGOP23W4_719798_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IGOP23W4_719798_empty_1.jpg"
148,"3FO4IJ9SUQCS_903_empty_1.jpg",train,0.430959,-0.096572,2.992172,2.34,0.167194,-1.57,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ9SUQCS_903_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ9SUQCS_903_empty_1.jpg"
149,"3FO4IG7OLTWD_2193_empty_1.jpg",test,0.277155,0.058850,15.443344,18.75,0.168003,-1.57,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IG7OLTWD_2193_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IG7OLTWD_2193_empty_1.jpg"
150,"3FO4IG1GC1CI_120_empty_1.jpg",test,0.452235,-0.115726,36.116180,42.58,0.168255,-1.57,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IG1GC1CI_120_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IG1GC1CI_120_empty_1.jpg"
151,"3FO4IMSLO1RL_1488316238_empty_1.jpg",train,0.325747,0.012339,20.182571,12.11,0.169043,-1.56,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMSLO1RL_1488316238_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMSLO1RL_1488316238_empty_1.jpg"
152,"3FO4IOF7021L_589965_empty_1.jpg",train,0.265036,0.073605,16.069794,15.62,0.169321,-1.56,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOF7021L_589965_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOF7021L_589965_empty_1.jpg"
153,"3FO4IIQBDK66_3603_empty_1.jpg",train,0.319177,0.021472,46.579056,63.67,0.170325,-1.56,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIQBDK66_3603_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIQBDK66_3603_empty_1.jpg"
154,"3FO4IMWOXYKF_369856_empty_1.jpg",train,0.350910,-0.008254,13.206024,8.98,0.171328,-1.56,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMWOXYKF_369856_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMWOXYKF_369856_empty_1.jpg"
155,"3FO4IIU69JH3_233_empty_1.jpg",train,0.336567,0.006142,16.680679,12.50,0.171355,-1.56,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIU69JH3_233_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIU69JH3_233_empty_1.jpg"
156,"3FO4IQCKMXUV_953808_empty_1.jpg",test,0.252591,0.098479,45.022659,64.84,0.175535,-1.54,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IQCKMXUV_953808_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IQCKMXUV_953808_empty_1.jpg"
157,"3FO4IINSI5ME_2086_empty_1.jpg",validation,0.385255,-0.033409,9.400635,4.30,0.175923,-1.54,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IINSI5ME_2086_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IINSI5ME_2086_empty_1.jpg"
158,"3FO4IN57ALOE_141_empty_1.jpg",train,0.567043,-0.213700,54.921341,83.20,0.176671,-1.53,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN57ALOE_141_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN57ALOE_141_empty_1.jpg"
159,"3FO4IO7I0OQ1_834539_empty_1.jpg",train,0.350476,0.011539,14.124298,10.94,0.181008,-1.52,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO7I0OQ1_834539_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO7I0OQ1_834539_empty_1.jpg"
